date,mse,std,corr,max_power,weather,cond
20170912,0.0008394312973443917,0.0005551201806699243,0.9797539470000991,234.6611111111111,0,1
20170913,0.0008677090834527963,0.0003979084613840338,0.986400965976556,248.43977777777778,1,1
20170914,0.006031874931265983,0.0027643974323974265,0.9006578097696148,159.2921111111111,1,0
20170915,0.0023605294651465273,0.0016837902775562789,0.973641275091793,248.11433333333332,4,1
20170916,0.003014880736960841,0.001952333405934333,0.9475015495685275,236.27733333333333,4,1
20170917,0.0016613474253484002,0.0008594817731324905,0.9808066947452201,218.72255555555554,4,1
20170918,0.0014844073777082053,0.0011335774207620619,0.9851409866572902,222.02644444444442,4,1
20170919,0.005715857853399356,0.0037794476297567103,0.8577064744337857,170.15033333333338,4,0
20170920,0.010097653960924588,0.008005008369584557,0.4169202610526083,135.71666666666667,1,0
20170921,0.0028951153230369936,0.001974302357121729,0.9845813220030003,211.45666666666668,3,1
20170922,0.003806794983255728,0.004270775524245524,0.9852792158050934,227.6226666666667,1,0
20170923,0.009830390485749256,0.0217976139121257,0.819016128623864,224.69977777777777,4,0
20170924,0.010534576641433287,0.023959325636404787,0.8151031942167848,211.25355555555558,0,0
20170925,0.0016210158624856493,0.0017160880045073979,0.9868241335596419,208.06944444444446,0,1
20170926,0.003735902285031638,0.0028086924456454544,0.9675441387376125,198.59677777777776,4,1
20170927,0.002968962777211875,0.0021926805617324603,0.9843459400932638,206.339,0,1
20170928,0.0032639120840966627,0.0026773574193207253,0.9750607696621842,238.0871111111111,0,0
20170929,0.004524699950889492,0.00452139667323561,0.9112221618876066,228.69411111111108,0,0
20170930,0.010668731651405937,0.009096027416195767,0.2504533710091752,34.178555555555555,1,0
20171001,0.004242540119900853,0.0018537906438637003,0.9737816100503742,232.97866666666667,0,1
20171002,0.0022765845077124297,0.001355083583132981,0.9858211816176401,227.91066666666666,0,1
20171003,0.009651811293874763,0.0194698709073021,0.8408555454663139,219.70988888888888,0,0
20171004,0.00370637251943979,0.0031258631138075532,0.9459636916249597,216.60255555555554,0,0
20171005,0.004545902476828094,0.004276485050441974,0.9520690954670119,223.94355555555558,0,0
20171006,0.007797718775213337,0.004583787354836342,0.9329324774870811,118.50533333333334,3,0
20171007,0.0017002191873840874,0.0006934795855991317,0.9661061028748071,94.66222222222221,3,1
20171008,0.005845745672451169,0.0025790888267774796,0.8725614216110104,132.8571111111111,1,0
20171009,0.002559870380997457,0.0017557743455893736,0.9745019558537318,59.355111111111114,4,1
20171010,0.006765758794136231,0.0013127450330689212,0.9468411579426531,214.07366666666667,0,0
20171011,0.0018443965908303322,0.00042963288121449997,0.9904870674172859,161.12244444444443,3,1
20171012,0.005404511217274784,0.008330630215753575,0.9112105357491037,213.91022222222222,0,0
20171013,0.005464130537504371,0.00494786628318082,0.9563530543562673,215.6698888888889,0,0
20171014,0.02060933618669315,0.004838373115213139,0.9416369630196919,205.36055555555558,1,0
20171015,0.003232285206997164,0.002496951531418131,0.9503166879031253,195.5382222222222,4,0
20171016,0.006361021954336114,0.0043717651687079475,0.8036047480276459,140.45033333333333,3,0
20171017,0.005618752148295523,0.004999732200529545,0.9090250495625085,213.29188888888888,0,0
20171018,0.010767419292083535,0.006099438213602854,0.8667371563795575,198.495,0,0
20171019,0.0074027536221248115,0.0038748648668159432,0.8601283338895207,200.73544444444445,0,0
20171020,0.011894770800562931,0.008356544785474694,0.8469319821988137,200.615,0,0
20171021,0.006604255384512329,0.0063127803410901245,0.777133066475032,195.1687777777778,0,0
20171022,0.004524468299860356,0.0012649058417583525,0.9192488763813002,175.81884630000002,0,0
20171023,0.026532928439319745,0.005630442352378166,0.9089103449867434,188.26244444444444,4,0
20171024,0.014721334319500632,0.001818483107616385,0.9632362016192376,159.39888888888893,1,0
20171025,0.009131129845188575,0.002676395444724708,0.9262360288291478,108.15911111111112,1,0
20171026,0.01504386826383037,0.0035527249604828176,0.8418537358920231,65.91833333333335,1,0
20171027,0.03180549612568272,0.01899563647927211,0.915911787098272,193.05777777777777,0,0
20171028,0.004388965769309157,0.0016051961812333295,0.9155958946014151,192.267,0,0
20171029,0.018866218606728748,0.029604025193462252,0.3163933633205126,18.98611111111111,1,0
20171030,0.005480233721922925,0.0042411707227474615,0.926673525011094,67.7998888888889,1,0
20171031,0.011580463222885624,0.019741173319257673,0.809880086225787,174.5781111111111,0,0
20171101,0.004006965138584058,0.0014755361850800485,0.9469573658807313,137.63066666666663,0,0
20171102,0.006240672328595982,0.003423924582564068,0.9235072129477478,69.81411111111112,3,0
20171103,0.010173638557355221,0.002691703183100621,0.783038346798683,83.05855555555556,1,0
20171104,0.005044293725698371,0.0041571292318797574,0.9611947535668696,152.71170369999996,0,0
20171105,0.004990651628972678,0.00465511664626532,0.889309821061132,91.30733333333333,5,0
20171106,0.004806604333474412,0.0026448656725563584,0.9041551989694755,47.89777777777778,1,0
20171107,0.01792448423277422,0.0003833458318028333,0.9970251055581274,169.31755555555554,1,1
20171108,0.004401134253424275,0.0022059115671446542,0.9351931307494397,187.85777777777778,1,0
20171109,0.006042450867498368,0.0018169934946696185,0.948039478311601,183.39377777777779,0,0
20171110,0.0035843579512072213,0.0021471508852854825,0.9303434879726136,198.79366666666664,1,0
20171111,0.013036618737334952,0.00993442832884424,0.7274264287938527,192.45466666666667,0,0
20171112,0.005369284110981692,0.0021581256065928505,0.929593193042363,181.1828888888889,0,0
20171113,0.004753890554323462,0.0017359545437008713,0.90880359162656,53.18933333333333,1,0
20171114,0.011232076483280385,0.005868352221010541,0.25149497805546206,21.536259259222224,5,0
20171115,0.016566045771668907,0.00436167957869478,0.8709792377935425,175.38377777777777,0,0
20171116,0.013641872639029405,0.0188819928165551,0.6858034037916083,61.50922222222222,1,0
20171117,0.0021545515975577505,0.0004727102790149882,0.9547689508103588,197.01077777777778,0,0
20171118,0.007670761836345269,0.013198821234848349,0.7935831732459272,75.77877777777778,1,0
20171119,0.008167716723765307,0.008176306614306562,0.9125521276098891,72.98455555555556,1,0
20171120,0.009374545624788297,0.0032184651418944426,0.8391152576665406,142.90722222222223,0,0
20171121,0.036248936701105766,0.014175491617846541,0.8491816690823936,168.4741111111111,0,0
20171122,0.008236001829288363,0.012889048708379352,0.7761099684225767,55.339777777777776,1,0
20171123,0.006231210695299942,0.0017937735618283992,0.7845211788645859,144.0511111111111,0,0
20171124,0.00809130285160656,0.007261068807975225,0.8175642105684265,169.51955555555554,0,0
20171125,0.01724363910184189,0.007606903463733401,0.7823530791086153,142.96244444444446,0,0
20171126,0.01067552895046511,0.004169783400829476,0.7523222445866956,122.11322222222222,0,0
20171127,0.008040327016079181,0.002286551022162725,0.7764634872330737,110.81255555555553,3,0
20171128,0.0064292487096902235,0.004927577460355854,0.5902650246725584,147.98944444444444,0,0
20171129,0.005087739215766424,0.00165298238608977,0.8820927800629581,142.62533333333334,0,0
20171130,0.002352283855068414,0.0010827419393822056,0.8950312523883485,125.88255555555556,0,0
20171201,0.011810475661350383,0.002331481008254864,0.8928384883940268,90.34933333333333,1,0
20171202,0.00898533979193046,0.01995150989992058,0.6670145583759056,71.63277777777779,5,0
20171203,0.00979965930932823,0.009763969154420573,-0.19702199401733517,58.51122222222222,5,0
20171204,0.021390728525163643,0.01885340798830856,-0.05672760994093117,122.01133333333331,0,0
20171205,0.013803047374800115,0.008830651782214698,0.4755288163779446,4.930444444444444,1,0
20171206,0.013737556703605889,0.006895615233589324,0.8340409286618667,130.8117777777778,1,0
20171207,0.007093275359456502,0.013036755949770112,0.6818335348795691,71.70311111111111,0,0
20171208,0.0066174810020923165,0.003172068010365233,0.8893216356817875,96.06877777777778,0,0
20171209,0.006168057331057849,0.004416094288374335,0.5144429388968215,22.277555555555555,2,0
20171210,0.024553249166715918,0.019558661993423997,0.30084184960490873,2.684367018666667,1,0
20171211,0.015146248830085208,0.010724966449752132,0.45454801887958923,2.589222222222222,1,0
20171219,0.06353394187424814,0.029276627425985118,-0.8018872960857979,20.327985089,5,0
20171220,0.004618509549067164,0.002554436989502518,0.7707517680780636,26.951,3,0
20171221,0.00641705641213972,0.004665945596651834,-0.03937230064596223,60.977444444444444,0,0
20171223,0.00752523711616475,0.007045123252188097,0.005464227518959404,8.421666666666667,4,0
20171224,0.010855171227495124,0.02371359167061761,0.2373141814261354,62.00966666666667,1,0
20171226,,,-0.8532055623930516,2.4986121693333327,2,0
20180102,,,-1.0,0.7456932992222224,0,0
20180103,0.34685484315155746,0.11836812283387387,0.5268850301661206,1.688616402,0,0
20180112,0.03796453589679576,0.025834514913174615,0.2749228001225081,15.144555555555558,4,0
20180113,0.004418983470255344,0.003866946275924509,0.9050643303687169,45.302,1,0
20180114,0.05961719068882776,0.011840664379867803,0.921108023068205,4.043396039111111,3,0
20180115,0.01813573529815233,0.034762360575510964,0.707413160580429,6.519666666666667,5,0
20180116,0.0029032397953802458,0.003511663705992339,0.5840602421488926,10.139444444444443,5,0
20180121,0.032855114183828235,0.032992199836043505,-0.42316497515412904,1.966,0,0
20180122,0.014469978485158602,0.014256387794651907,0.4217838117939847,4.287888888888888,1,0
20180123,0.00774746098912121,0.004362142019151664,0.8850169902817351,50.946555555555555,4,0
20180124,0.0034815054242535747,0.0017412339585030016,0.9532818005166689,168.62177777777777,0,0
20180125,0.003117360214874438,0.0009612328904612421,0.8544777178632839,189.68477777777778,0,0
20180126,0.00652025189073344,0.003264609200457898,0.736038571371366,187.07555555555555,0,0
20180127,0.003912005993671192,0.001414175678803854,0.8557690407050507,170.19111111111113,0,0
20180128,0.00033165110251775934,4.879625146276701e-05,0.9968275255862109,72.60322222222223,1,1
20180129,0.002606212897294449,0.0013389796212523724,0.948117383781944,187.0891111111111,5,1
20180130,0.0008081605308828438,0.0006586008803365863,0.9892304399799213,71.56044444444446,4,1
20180131,0.0014869929645052553,0.0005612609164476291,0.8307247283710053,198.02477777777779,0,0
20180201,0.006690066643757066,0.0027007582982789486,0.6501317832838263,4.505665440666667,1,0
20180202,0.00466845546952089,0.0017088482158299602,0.7633221906426884,12.715444444444445,2,0
20180203,0.005627137806895141,0.002724377459805944,0.875331388268269,19.16361111111111,2,0
20180204,0.006082472508482425,0.005878475954417319,-0.20518648537348222,13.888385276666668,1,0
20180205,0.004328463035938202,0.0030427509186873904,0.9125799514958883,39.14344444444444,4,0
20180206,0.002315018745814486,0.0013304255752630675,0.8169059865942107,7.603259259222223,3,0
20180208,0.006845616498898851,0.001955359585258055,0.48491001457066285,3.3731111111111116,2,0
20180209,0.010243480691876299,0.009909556656157548,-0.0805441244551662,1.635777777777778,2,0
20180210,0.0029683903520235735,0.0016020144043194,0.21859471339184097,11.101999999999999,1,0
20180211,0.00026817155688717346,4.900739829107355e-05,0.9904961590995679,34.50655555555555,1,0
20180212,0.0018511217454309167,0.0007792808183426396,0.9715404740556418,140.96011111111113,4,1
20180213,0.007734393522624953,0.002311804550134528,0.9131745480308356,215.09188888888886,0,0
20180214,0.003299008457045215,0.0009294847642293434,0.8246293078300445,66.52977777777778,0,0
20180215,0.0005476197108725953,8.868671187156832e-05,0.9891456383191956,87.46355555555554,0,1
20180216,0.0009666090773854802,0.00035288524720697716,0.9730548591374295,33.278222222222226,4,0
20180217,0.0023243428746534886,0.0011438066456234328,0.9640085527122132,222.98233333333332,4,1
20180218,0.011110730644247925,0.0056511203690998955,0.04401468233787807,37.05777777777777,2,0
20180219,0.001549187780962373,0.0007733351709291893,0.03795394860527492,112.73866666666666,1,0
20180220,0.006600664693938516,0.003071596237793181,0.8906897851645479,175.07611111111112,1,0
20180221,0.006683781699085825,0.0027910321472031717,0.8533434296433736,190.80066666666664,0,0
20180222,0.002069757666220151,0.0011498494849055112,0.9370783297332435,38.66977777777778,2,0
20180223,0.002484522739934749,0.0012116861343452055,0.4059038956218543,19.627555555555556,1,0
20180224,0.0005787440391780195,0.00018233041766037997,0.9900923803160748,71.30122222222224,2,1
20180225,0.0009021006304275302,0.000362458106339504,0.7983174670675395,23.136333333333333,2,0
20180226,0.004992195217272922,0.0021705578645021925,0.9375788722420344,219.33477777777776,4,0
20180227,0.002446503121656012,0.0011359767545858451,0.9560581817616401,227.23155555555556,2,1
20180228,0.004321236642442773,0.0025764721428512428,0.8319830444722114,213.92344444444447,0,0
20180301,0.0019927643329587384,0.0004807189682737168,0.9916634040895177,196.51744444444444,0,1
20180302,0.03804993203084873,0.01954835139431524,-0.6607383749221722,2.7698225414444444,2,0
20180306,0.007245806900597203,0.006822588254687318,0.044507642272916,8.32888888888889,5,0
20180323,0.013983610401153637,0.01508855489512704,-0.2290121065818594,3.0376666666666665,2,0
20180324,0.00496276972748557,0.003272104845152437,0.39776356881105945,53.69133333333334,2,0
20180325,0.005437769469367186,0.00338341330528745,0.5569358738975142,122.68522222222221,2,0
20180326,0.0010141062880813288,0.0003844459364854789,0.42227663218911815,238.00344444444443,2,0
20180327,0.0008610634778555934,0.0007995926139630071,0.9861002632644892,229.54644444444446,2,1
20180328,0.0008223322715256299,0.0003718235519724745,0.9897807192775145,140.02777777777777,1,1
20180329,0.0003750579034659713,9.10025190649372e-05,0.9936278372937349,67.70611111111111,1,1
20180330,0.0005422540986648958,0.00030040744490646484,0.9901498020352263,50.470222222222226,4,1
20180331,0.001162197969201627,0.0014081275870959954,0.90303228178555,270.88244444444445,0,0
20180401,0.0005646020526548517,0.00013270897078509748,0.9908487295131054,282.2414444444444,3,1
20180402,0.00139003235767015,0.00048737564150110247,0.9740223375733749,291.8883333333334,2,1
20180403,0.0025571810651685654,0.00012989917254858737,0.9932738728090181,224.51233333333334,1,1
20180404,0.00070706293361263,0.00028166172820131674,0.951295668733422,108.15711111111112,4,1
20180405,0.0013513140092867191,0.0006846948136715143,0.8972362742228859,287.27844444444446,0,0
20180406,0.0031906244730854944,0.002551833951778579,0.6916487037201885,115.10033333333334,2,0
20180407,0.0022466343341226744,0.0005202552170966741,0.9402925556989551,151.72500000000002,2,1
20180408,0.001039073088628231,0.00045004387625182925,0.9254738641334285,276.3064444444445,2,1
20180409,0.0007678079800806581,0.0007234151703891746,0.9423416405003415,279.0445555555555,2,1
20180410,0.0024753413954344333,0.0015824307837649916,0.9663727753885403,192.97033333333334,5,1
20180411,0.0012627406373445257,0.0005788570525638499,0.968347254536396,280.38933333333335,3,1
20180412,0.0009285494260262894,0.00037797201916819396,0.974262286814724,212.83588888888892,1,1
20180413,0.0028737372323466327,0.0006058776436722373,0.947031999066533,243.33577777777776,0,1
20180414,0.0011667300767596754,0.00027727662444042116,0.9826058921123305,262.0648888888889,5,1
20180415,0.0005970889662296081,0.00017269124868300406,0.9877701749150627,37.62700000000001,1,0
20180416,0.0014912532557046505,0.0006784526769796246,0.8479934445226254,112.36244444444444,1,0
20180417,0.002752034876014748,0.0008736201670247797,0.919333470429876,188.31422222222224,3,1
20180418,0.0008015381764796949,0.0002420511590662592,0.9753489784167085,184.43977777777778,3,1
20180419,0.0011997190412334226,0.0003932724530675713,0.9730719612385066,131.32344444444445,2,1
20180420,0.0006197988665906159,0.0002960985784513768,0.9808007563136245,253.93511111111113,2,1
20180421,0.0011454417351496413,0.0006009579340740009,0.9394157012172875,285.89700000000005,2,1
20180422,0.0012618428850541274,0.0008398024499316067,0.9458667364143452,285.3358888888889,0,1
20180423,0.0012953217206367726,0.0007654242890858708,0.9468599654475517,283.4468888888889,0,1
20180424,0.0009546644040569874,0.0006265556524704953,0.9820706990907377,282.8507777777778,0,1
20180425,0.0006012135343331063,0.00048730764263459596,0.9495069644053085,52.17677777777777,1,1
20180426,0.0005609662773330096,0.00023045707671089487,0.9752052149539575,268.15155555555555,4,1
20180427,0.0009075972087763901,8.92121069022157e-05,0.987576451324647,108.82088888888889,4,1
20180428,0.002248818544989221,0.0006818953365921553,0.9151613045834398,268.2505555555556,4,0
20180429,0.0009365262674780515,0.0001554453767645832,0.9608052020590669,117.41577777777778,1,1
20180430,0.000402401556660533,8.952876084172914e-05,0.9909033196618825,73.6528888888889,1,1
20180502,0.001098459663404364,0.0006872096311732234,0.9766676768532314,269.0662222222222,0,1
20180503,0.001987327853375419,0.000817310902855016,0.9297187233238903,209.98211111111112,1,1
20180504,0.0013750822078787979,0.0004908554798538836,0.978408616369974,224.03655555555557,1,1
20180505,0.0006853082475537176,0.00012134847039563358,0.9941996325104473,295.20688888888895,0,1
20180506,0.0013447898530571925,0.0004773437427305814,0.9586765284928009,49.26833333333334,1,1
20180507,0.0005646776524374565,0.00027951542347137123,0.9845025245260336,266.29888888888894,1,1
20180508,0.0015897021157806235,0.0005368588227085894,0.9267462045134699,289.8643333333333,4,1
20180509,0.0019907774778266337,0.0009277762110737318,0.9669717687315705,265.15833333333336,4,1
20180510,0.0022880061414890882,0.0016749487966190302,0.9017055283076226,254.5717777777778,4,0
20180511,0.00040586179656536465,0.0002306198500095304,0.9926334132834451,288.34166666666664,0,1
20180512,0.00028391871040662814,4.2154279773724936e-05,0.9952319036543092,83.62566666666666,4,1
20180513,0.0004586747016481321,0.0002478981062953197,0.9885285845738897,285.94377777777777,4,1
20180514,0.0009662258397681307,0.000497840622788958,0.9797214747419493,239.31044444444444,0,1
20180515,0.0013372589858176307,0.0006806833198047215,0.9033879293201642,267.27166666666665,1,0
20180516,0.0023933800813012735,0.00403151002894924,0.27704847786982645,240.74599999999998,3,0
20180517,0.001346660626345684,0.0007604847597018821,0.977502531206416,264.73044444444446,5,1
20180518,0.0018703977621478888,0.0020091936054043515,0.9384945814223273,286.9107777777778,0,1
20180519,0.000895837186434456,0.00032794052507053646,0.9783972433925834,84.76855555555557,1,1
20180520,0.0012289438580176467,0.0001292465708610386,0.9821772651482202,221.89755555555556,1,1
20180521,0.003515680966173567,0.0014920623105924488,0.8661350932940339,275.1132666666666,0,0
20180522,0.0003012804025732029,3.90905112062895e-05,0.9896491163006211,72.89922222222224,1,1
20180523,0.00179308352433783,0.0014886933382845036,0.9624908494626114,275.00444444444446,1,1
20180524,0.0022347654650744972,0.0014939085770093092,0.9110375931460208,286.5314444444445,0,0
20180525,0.0021890434482973167,0.0017301062327266996,0.9400722154702084,258.4101111111111,0,1
20180526,0.0015501293102896745,0.0007092143558637157,0.9271641767501848,264.3271111111111,0,1
20180527,0.0007484063372115026,0.00045374712662962,0.9842751284309246,42.93655555555555,5,0
20180528,0.0014613999841516466,0.0006651447439768574,0.9747014656366911,190.53022222222222,1,1
20180529,0.0019492175345648865,0.0008842740454193034,0.9527831435060535,256.73800000000006,0,1
20180530,0.003109916433866689,0.0013818028265061746,0.9268400659415014,270.8388888888889,0,1
20180531,0.002000306150961603,0.0006623674763059173,0.9786706994628408,184.80466666666663,0,1
20180601,0.001881391175212214,0.0009242421948165127,0.9044507543128427,210.79388888888892,3,0
20180602,0.0018789828359114162,0.0007958361230968203,0.9641371687395845,259.037,3,1
20180603,0.002000166343764319,0.0013241787213299184,0.9591426678546533,275.0561111111111,0,1
20180604,0.0028149488709039083,0.00019288750479534703,0.9792203219317104,166.62255555555555,1,1
20180605,0.0016478821426595127,0.00025515487193601374,0.8715878892183596,162.65577777777776,1,0
20180606,0.001210211754910236,0.0004679946068411757,0.9257744760727034,290.96911111111115,5,1
20180607,0.0019706454479868746,0.0007114274248965639,0.9755209808473297,252.67255555555553,3,1
20180608,0.0029597488355121585,0.0011794927849585134,0.9140454005825197,258.82433333333336,3,1
20180609,0.002853684855264779,0.0012835264672203875,0.9532732462475375,241.49788888888887,3,1
20180610,0.004279576320878783,0.0020452069328793622,0.9231284808008884,275.7575555555556,0,0
20180611,0.0023794175141839363,0.0010942021080673195,0.9424309460556308,277.62205555555556,0,1
20180612,0.0029961908789011955,0.0009097524766090573,0.9303658126491937,266.52099999999996,0,1
20180613,0.004982532992409387,0.0031016267042395826,0.7330927017410941,201.1963333333333,0,0
20180614,0.00246162947293894,0.0017539081629578297,0.761483242626663,279.03000000000003,3,0
20180615,0.0017759301779537609,0.0006809257353388883,0.9373732287125691,224.08155555555555,5,1
20180617,0.00482482854028059,0.003363922234268714,0.8595103397337938,262.11077777777774,0,0
20180618,0.0009431250614936958,0.00036856626255508257,0.9899400262644555,252.79888888888888,1,1
20180619,0.0036372271591215036,0.0015777190555241987,0.9444503364732115,287.202,0,1
20180620,0.0043814836314326165,0.0026491667288294192,0.7831230986683383,176.03466666666665,0,0
20180621,0.0043033203385219225,0.002373248718746902,0.9376651619503148,260.98366666666675,0,0
20180622,0.0034606472235267616,0.0017986765841342608,0.9176704734807711,281.9522222222223,0,0
20180623,0.0018878089680201032,0.001258635698775904,0.9525161260336256,125.30599999999998,4,1
20180624,0.0022637594486531933,0.0012715718618884675,0.915685735732508,163.13044444444444,1,1
20180625,0.0020436755924688535,0.0008297848868220355,0.9765749155695989,290.1757777777778,1,1
20180626,0.002709870102937055,0.0010320916056836523,0.9206877677281543,276.4632222222222,0,1
20180627,0.0008733736463326294,0.00011412327835881173,0.9921270353432846,179.2026666666667,0,1
20180628,0.0015954502607103509,0.0004435710525840768,0.985520454579642,238.53466666666665,1,1
20180629,0.00366928024205113,0.0016204395652371258,0.9049633872773143,264.78666666666663,4,0
20180630,0.0034825033579658354,0.0011981539852183292,0.9501558882648834,259.95477777777774,0,1
20180701,0.0025673700146167083,0.0002795645703314738,0.9515845774460405,243.9598888888889,0,1
20180702,0.0026172721213058117,0.0013284280427678513,0.9474949779747072,246.65433333333334,0,1
20180703,0.0036973707489844324,0.0009137596431915085,0.9119393210505657,247.99355555555556,0,0
20180704,0.0021843288228994956,0.001236601703748525,0.9271012412857373,251.98811111111112,0,1
20180705,0.0017673960598822845,0.0006565071249872354,0.9515702685229918,264.7802222222222,0,1
20180706,0.0023692102389870923,0.00040344826114123927,0.9479225286680334,276.7018888888889,1,0
20180707,0.0021975632841253912,0.0019940632628692536,0.7986242230543276,273.5576666666667,0,0
20180708,0.005266229270874443,0.003288364071291113,0.9053343031048068,264.5672222222222,0,0
20180709,0.0024838508403316,0.0019198765975508038,0.8453494511165544,259.4327777777778,0,0
20180710,0.001304439853911189,0.0005795606060150552,0.97621176277227,259.30344444444444,0,1
20180711,0.0027533375762387635,0.0018333091340491314,0.9118481446225334,277.7733333333333,1,0
20180712,0.0019202259231941234,0.0009469996549884329,0.8647359416301601,262.8028888888889,0,0
20180713,0.004293416551323936,0.0024063890327550392,0.9229293629849394,251.63688888888888,3,0
20180714,0.0017500235420663149,0.0007602108681648963,0.8855138219756018,219.52333333333334,1,0
20180715,0.0023575902948524924,0.0006060517752876113,0.9558185090576067,288.2755555555556,3,1
20180717,0.0009121408261612283,0.00030679031909811044,0.969686064746413,107.90655555555556,1,1
20180718,0.0018171636402029682,0.0006689498555164231,0.8535340349044749,272.5068888888889,1,0
20180719,0.004432199998663752,0.002764858924365544,0.755438519230717,268.0246666666667,0,0
20180720,0.00349898134182118,0.002938138482802304,0.7723317408977844,261.5348888888889,0,0
20180721,0.0022710962796157726,0.0012597616155617813,0.9327551353597853,274.15466666666657,0,1
